Case_ID,Freq_Hz,DeltaT_K,L_beam_mm,t_piezo_mm,w_beam_mm,N_TEG,a0_g,f_resonance_Hz,V_PEH_V,P_PEH_mW,V_TEG_V,P_TEG_mW,P_total_mW,T_sensed_K,Efficiency_pct
228,55,15,30.0,0.2,15.0,127,0.5,64.92,0.03678,0.0001,0.60638,13.5868,13.6548,315.35,0.05
229,55,15,30.0,0.3,15.0,127,1.0,84.62,0.02222,0.0,0.6091,13.6478,13.716,315.14,0.05
230,55,15,30.0,0.5,15.0,127,2.0,129.05,0.01361,0.0,0.60554,13.5679,13.6357,315.64,0.05
231,55,15,40.0,0.2,15.0,127,0.5,41.83,0.04307,0.0002,0.59882,13.4174,13.4845,314.62,0.05
232,55,15,40.0,0.3,15.0,127,1.0,54.45,1.63124,0.2684,0.60247,13.4991,13.7539,314.78,0.05
233,55,15,40.0,0.5,15.0,127,2.0,82.82,0.06119,0.0004,0.60264,13.5031,13.5706,315.43,0.05
234,55,15,50.0,0.2,15.0,127,0.5,29.7,0.03158,0.0001,0.6102,13.6724,13.7407,314.73,0.05
235,55,15,50.0,0.3,15.0,127,1.0,38.6,0.09134,0.0008,0.60392,13.5316,13.5993,314.93,0.05
236,55,15,50.0,0.5,15.0,127,2.0,58.57,0.71176,0.05,0.61611,13.8048,13.8739,315.56,0.05
237,55,15,60.0,0.2,15.0,127,0.5,22.42,0.03096,0.0001,0.59822,13.4039,13.4709,315.46,0.05
238,55,15,60.0,0.3,15.0,127,1.0,29.1,0.07548,0.0006,0.60111,13.4687,13.536,315.16,0.05
239,55,15,60.0,0.5,15.0,127,2.0,44.04,0.3174,0.01,0.61399,13.7574,13.8262,315.29,0.05
240,55,30,30.0,0.2,15.0,127,0.5,64.92,0.03724,0.0001,1.22262,54.1521,54.4229,330.18,0.09
241,55,30,30.0,0.3,15.0,127,1.0,84.62,0.02231,0.0,1.21808,53.951,54.2208,329.92,0.09
242,55,30,30.0,0.5,15.0,127,2.0,129.05,0.0139,0.0,1.23158,54.549,54.8217,330.13,0.09
243,55,30,40.0,0.2,15.0,127,0.5,41.83,0.04413,0.0002,1.22188,54.1194,54.39,329.72,0.09
244,55,30,40.0,0.3,15.0,127,1.0,54.45,1.64233,0.2703,1.20795,53.5026,53.7701,330.36,0.09
245,55,30,40.0,0.5,15.0,127,2.0,82.82,0.0611,0.0004,1.19842,53.0801,53.3455,329.74,0.09
246,55,30,50.0,0.2,15.0,127,0.5,29.7,0.03145,0.0001,1.21002,53.5942,53.8622,329.95,0.09
247,55,30,50.0,0.3,15.0,127,1.0,38.6,0.08945,0.0008,1.17783,52.1682,52.429,330.27,0.09
248,55,30,50.0,0.5,15.0,127,2.0,58.57,0.70285,0.0494,1.2116,53.6642,53.9326,329.67,0.09
249,55,30,60.0,0.2,15.0,127,0.5,22.42,0.03111,0.0001,1.19734,53.0324,53.2976,330.29,0.09
250,55,30,60.0,0.3,15.0,127,1.0,29.1,0.07709,0.0006,1.22267,54.1543,54.425,330.16,0.09
251,55,30,60.0,0.5,15.0,127,2.0,44.04,0.31969,0.01,1.23158,54.549,54.8218,330.21,0.09
252,55,45,30.0,0.2,15.0,127,0.5,64.92,0.03743,0.0001,1.83317,119.7942,120.3931,344.95,0.13
253,55,45,30.0,0.3,15.0,127,1.0,84.62,0.02231,0.0,1.81697,118.7354,119.3291,345.31,0.14
254,55,45,30.0,0.5,15.0,127,2.0,129.05,0.01373,0.0,1.8153,118.6264,119.2196,345.25,0.13
255,55,45,40.0,0.2,15.0,127,0.5,41.83,0.04356,0.0002,1.7992,117.5743,118.1621,344.55,0.13
256,55,45,40.0,0.3,15.0,127,1.0,54.45,1.6512,0.2717,1.81186,118.402,118.994,344.86,0.13
257,55,45,40.0,0.5,15.0,127,2.0,82.82,0.0618,0.0004,1.80848,118.1812,118.7721,344.99,0.14
258,55,45,50.0,0.2,15.0,127,0.5,29.7,0.03114,0.0001,1.78754,116.8124,117.3965,345.09,0.13
259,55,45,50.0,0.3,15.0,127,1.0,38.6,0.09198,0.0008,1.80683,118.073,118.6634,345.06,0.12
260,55,45,50.0,0.5,15.0,127,2.0,58.57,0.7018,0.0493,1.80489,117.9465,118.5362,345.06,0.13
261,55,45,60.0,0.2,15.0,127,0.5,22.42,0.03165,0.0001,1.81729,118.7567,119.3505,344.99,0.13
262,55,45,60.0,0.3,15.0,127,1.0,29.1,0.07631,0.0006,1.80558,117.9913,118.5812,345.1,0.13
263,55,45,60.0,0.5,15.0,127,2.0,44.04,0.31561,0.0099,1.81392,118.5365,119.1292,345.13,0.13
264,55,60,30.0,0.2,15.0,127,0.5,64.92,0.03709,0.0001,2.40691,204.5184,205.541,360.14,0.17
265,55,60,30.0,0.3,15.0,127,1.0,84.62,0.02285,0.0001,2.46587,209.5288,210.5764,359.4,0.16
266,55,60,30.0,0.5,15.0,127,2.0,129.05,0.01379,0.0,2.41587,205.2803,206.3067,360.32,0.17
267,55,60,40.0,0.2,15.0,127,0.5,41.83,0.04485,0.0002,2.45448,208.5608,209.6036,359.62,0.17
268,55,60,40.0,0.3,15.0,127,1.0,54.45,1.64726,0.2711,2.39461,203.4734,204.4908,359.94,0.17
269,55,60,40.0,0.5,15.0,127,2.0,82.82,0.06241,0.0004,2.41941,205.5812,206.6091,359.87,0.17
270,55,60,50.0,0.2,15.0,127,0.5,29.7,0.0318,0.0001,2.41795,205.457,206.4842,360.18,0.17
271,55,60,50.0,0.3,15.0,127,1.0,38.6,0.09267,0.0009,2.41165,204.9214,205.946,359.86,0.16
272,55,60,50.0,0.5,15.0,127,2.0,58.57,0.6887,0.0484,2.34645,199.3816,200.3785,360.2,0.17
273,55,60,60.0,0.2,15.0,127,0.5,22.42,0.0313,0.0001,2.3804,202.2659,203.2772,359.76,0.17
274,55,60,60.0,0.3,15.0,127,1.0,29.1,0.07368,0.0006,2.30956,196.2465,197.2278,360.02,0.18
275,55,60,60.0,0.5,15.0,127,2.0,44.04,0.32259,0.0101,2.45617,208.7044,209.7479,360.14,0.17
276,55,80,30.0,0.2,15.0,127,0.5,64.92,0.03723,0.0001,3.18882,348.8617,350.606,379.89,0.23
277,55,80,30.0,0.3,15.0,127,1.0,84.62,0.0219,0.0,3.11994,341.3252,343.0318,380.01,0.2
278,55,80,30.0,0.5,15.0,127,2.0,129.05,0.01349,0.0,3.11948,341.2749,342.9813,380.1,0.22
279,55,80,40.0,0.2,15.0,127,0.5,41.83,0.04442,0.0002,3.20873,351.0396,352.7948,379.92,0.22
280,55,80,40.0,0.3,15.0,127,1.0,54.45,1.67079,0.275,3.2063,350.7732,352.5271,380.34,0.22
281,55,80,40.0,0.5,15.0,127,2.0,82.82,0.06153,0.0004,3.14901,344.5065,346.229,379.9,0.22
282,55,80,50.0,0.2,15.0,127,0.5,29.7,0.03189,0.0001,3.20118,350.2132,351.9642,379.71,0.22
283,55,80,50.0,0.3,15.0,127,1.0,38.6,0.09229,0.0008,3.17065,346.8735,348.6079,379.92,0.22
284,55,80,50.0,0.5,15.0,127,2.0,58.57,0.69975,0.0491,3.1473,344.319,346.0406,380.12,0.22
285,55,80,60.0,0.2,15.0,127,0.5,22.42,0.03203,0.0001,3.21581,351.814,353.5731,379.93,0.21
286,55,80,60.0,0.3,15.0,127,1.0,29.1,0.07501,0.0006,3.10409,339.5911,341.2891,379.69,0.22
287,55,80,60.0,0.5,15.0,127,2.0,44.04,0.31779,0.01,3.19424,349.4543,351.2015,380.31,0.23
288,70,5,30.0,0.2,15.0,127,0.5,64.92,0.10572,0.0011,0.20605,1.5499,1.5577,304.88,0.05
289,70,5,30.0,0.3,15.0,127,1.0,84.62,0.06552,0.0004,0.20276,1.5252,1.5328,305.0,0.05
290,70,5,30.0,0.5,15.0,127,2.0,129.05,0.02524,0.0001,0.19978,1.5027,1.5103,305.06,0.05
291,70,5,40.0,0.2,15.0,127,0.5,41.83,0.02902,0.0001,0.20567,1.5471,1.5548,305.37,0.05
292,70,5,40.0,0.3,15.0,127,1.0,54.45,0.09847,0.001,0.20516,1.5432,1.5509,305.12,0.05
293,70,5,40.0,0.5,15.0,127,2.0,82.82,0.19527,0.0038,0.20307,1.5275,1.5351,304.87,0.05
294,70,5,50.0,0.2,15.0,127,0.5,29.7,0.02686,0.0001,0.20066,1.5094,1.5169,305.03,0.05
295,70,5,50.0,0.3,15.0,127,1.0,38.6,0.06657,0.0004,0.20171,1.5172,1.5248,305.57,0.05
296,70,5,50.0,0.5,15.0,127,2.0,58.57,0.3189,0.0101,0.20371,1.5323,1.542,305.18,0.05
297,70,5,60.0,0.2,15.0,127,0.5,22.42,0.02963,0.0001,0.20562,1.5467,1.5544,305.05,0.05
298,70,5,60.0,0.3,15.0,127,1.0,29.1,0.0669,0.0004,0.20442,1.5377,1.5454,304.94,0.05
299,70,5,60.0,0.5,15.0,127,2.0,44.04,0.18332,0.0034,0.19959,1.5013,1.5088,304.87,0.05
300,70,15,30.0,0.2,15.0,127,0.5,64.92,0.10335,0.0011,0.60301,13.5113,13.5788,315.11,0.05
301,70,15,30.0,0.3,15.0,127,1.0,84.62,0.06565,0.0004,0.6082,13.6275,13.6956,315.08,0.05
302,70,15,30.0,0.5,15.0,127,2.0,129.05,0.02557,0.0001,0.60579,13.5736,13.6415,314.83,0.05
303,70,15,40.0,0.2,15.0,127,0.5,41.83,0.02876,0.0001,0.61013,13.6709,13.7392,315.13,0.05
304,70,15,40.0,0.3,15.0,127,1.0,54.45,0.09818,0.001,0.61233,13.72,13.7886,315.39,0.05
305,70,15,40.0,0.5,15.0,127,2.0,82.82,0.19767,0.0039,0.61535,13.7878,13.8567,314.47,0.05
306,70,15,50.0,0.2,15.0,127,0.5,29.7,0.02695,0.0001,0.60266,13.5035,13.571,314.93,0.05
307,70,15,50.0,0.3,15.0,127,1.0,38.6,0.06517,0.0004,0.59116,13.2458,13.3121,315.47,0.05
308,70,15,50.0,0.5,15.0,127,2.0,58.57,0.31431,0.01,0.60105,13.4673,13.5347,315.34,0.05
309,70,15,60.0,0.2,15.0,127,0.5,22.42,0.02951,0.0001,0.61296,13.7342,13.8028,315.39,0.05
310,70,15,60.0,0.3,15.0,127,1.0,29.1,0.06623,0.0004,0.60584,13.5748,13.6427,314.8,0.05
311,70,15,60.0,0.5,15.0,127,2.0,44.04,0.18456,0.0034,0.60155,13.4787,13.5461,315.2,0.05
312,70,30,30.0,0.2,15.0,127,0.5,64.92,0.10402,0.0011,1.20869,53.5352,53.8028,330.12,0.09
313,70,30,30.0,0.3,15.0,127,1.0,84.62,0.06554,0.0004,1.20903,53.5503,53.8181,330.12,0.09
314,70,30,30.0,0.5,15.0,127,2.0,129.05,0.02547,0.0001,1.20186,53.2325,53.4987,330.15,0.09
315,70,30,40.0,0.2,15.0,127,0.5,41.83,0.02858,0.0001,1.20742,53.4791,53.7465,330.66,0.09
316,70,30,40.0,0.3,15.0,127,1.0,54.45,0.09655,0.0009,1.19925,53.1171,53.3827,329.57,0.09
317,70,30,40.0,0.5,15.0,127,2.0,82.82,0.19144,0.0037,1.18682,52.5664,52.8293,329.76,0.09
318,70,30,50.0,0.2,15.0,127,0.5,29.7,0.02737,0.0001,1.21905,53.994,54.264,330.23,0.09
319,70,30,50.0,0.3,15.0,127,1.0,38.6,0.06635,0.0004,1.1986,53.0882,53.3537,330.19,0.09
320,70,30,50.0,0.5,15.0,127,2.0,58.57,0.31944,0.0102,1.21652,53.882,54.1515,329.85,0.09
321,70,30,60.0,0.2,15.0,127,0.5,22.42,0.02963,0.0001,1.22571,54.2888,54.5603,329.67,0.09
322,70,30,60.0,0.3,15.0,127,1.0,29.1,0.06565,0.0004,1.19592,52.9695,53.2344,330.32,0.09
323,70,30,60.0,0.5,15.0,127,2.0,44.04,0.18569,0.0035,1.20531,53.3856,53.6525,329.51,0.09
324,70,45,30.0,0.2,15.0,127,0.5,64.92,0.1048,0.0011,1.81669,118.7175,119.3111,345.23,0.13
325,70,45,30.0,0.3,15.0,127,1.0,84.62,0.0668,0.0004,1.83845,120.1393,120.74,345.34,0.13
326,70,45,30.0,0.5,15.0,127,2.0,129.05,0.02581,0.0001,1.81661,118.7119,119.3055,345.21,0.13
327,70,45,40.0,0.2,15.0,127,0.5,41.83,0.02818,0.0001,1.77595,116.0553,116.6356,345.19,0.13
328,70,45,40.0,0.3,15.0,127,1.0,54.45,0.09755,0.001,1.80763,118.1255,118.7162,344.78,0.13
329,70,45,40.0,0.5,15.0,127,2.0,82.82,0.19461,0.0038,1.79995,117.6237,118.2118,345.45,0.13
330,70,45,50.0,0.2,15.0,127,0.5,29.7,0.02722,0.0001,1.80827,118.167,118.7579,345.14,0.13
331,70,45,50.0,0.3,15.0,127,1.0,38.6,0.06717,0.0005,1.8103,118.2997,118.8912,344.84,0.14
332,70,45,50.0,0.5,15.0,127,2.0,58.57,0.31707,0.0101,1.80143,117.7204,118.309,345.12,0.14
333,70,45,60.0,0.2,15.0,127,0.5,22.42,0.02901,0.0001,1.79002,116.9748,117.5597,345.5,0.13
334,70,45,60.0,0.3,15.0,127,1.0,29.1,0.06543,0.0004,1.7782,116.202,116.783,345.17,0.13
335,70,45,60.0,0.5,15.0,127,2.0,44.04,0.18473,0.0034,1.78881,116.8953,117.4798,345.15,0.13
336,70,60,30.0,0.2,15.0,127,0.5,64.92,0.10515,0.0011,2.41495,205.2016,206.2276,360.15,0.17
337,70,60,30.0,0.3,15.0,127,1.0,84.62,0.06605,0.0004,2.40841,204.6465,205.6698,359.82,0.17
338,70,60,30.0,0.5,15.0,127,2.0,129.05,0.02544,0.0001,2.37291,201.6295,202.6376,360.65,0.17
339,70,60,40.0,0.2,15.0,127,0.5,41.83,0.02883,0.0001,2.40727,204.5494,205.5722,360.14,0.17
340,70,60,40.0,0.3,15.0,127,1.0,54.45,0.09695,0.0009,2.38005,202.2363,203.2475,360.61,0.17
341,70,60,40.0,0.5,15.0,127,2.0,82.82,0.1895,0.0037,2.32192,197.2966,198.2831,359.73,0.17
342,70,60,50.0,0.2,15.0,127,0.5,29.7,0.02724,0.0001,2.39794,203.7569,204.7756,359.81,0.17
343,70,60,50.0,0.3,15.0,127,1.0,38.6,0.0672,0.0005,2.39911,203.8562,204.8755,359.91,0.17
344,70,60,50.0,0.5,15.0,127,2.0,58.57,0.31814,0.0101,2.39456,203.4697,204.4871,360.3,0.17
345,70,60,60.0,0.2,15.0,127,0.5,22.42,0.02976,0.0001,2.43271,206.7108,207.7444,360.19,0.17
346,70,60,60.0,0.3,15.0,127,1.0,29.1,0.06658,0.0004,2.39733,203.7044,204.7229,359.88,0.18
347,70,60,60.0,0.5,15.0,127,2.0,44.04,0.18674,0.0035,2.39558,203.5559,204.5737,359.63,0.17
348,70,80,30.0,0.2,15.0,127,0.5,64.92,0.10094,0.0011,3.06017,334.7869,336.4609,380.0,0.21
349,70,80,30.0,0.3,15.0,127,1.0,84.62,0.06642,0.0004,3.19704,349.7601,351.5089,379.84,0.24
350,70,80,30.0,0.5,15.0,127,2.0,129.05,0.02522,0.0001,3.10455,339.6422,341.3404,379.98,0.2
351,70,80,40.0,0.2,15.0,127,0.5,41.83,0.02897,0.0001,3.19333,349.355,351.1018,380.14,0.22
352,70,80,40.0,0.3,15.0,127,1.0,54.45,0.09668,0.0009,3.13302,342.7562,344.47,380.0,0.22
353,70,80,40.0,0.5,15.0,127,2.0,82.82,0.1976,0.0039,3.19622,349.6709,351.4193,379.75,0.22
354,70,80,50.0,0.2,15.0,127,0.5,29.7,0.02718,0.0001,3.15778,345.4653,347.1926,380.02,0.21
355,70,80,50.0,0.3,15.0,127,1.0,38.6,0.06704,0.0004,3.15957,345.6611,347.3894,379.95,0.23
356,70,80,50.0,0.5,15.0,127,2.0,58.57,0.3132,0.01,3.11199,340.4559,342.1582,380.07,0.22
357,70,80,60.0,0.2,15.0,127,0.5,22.42,0.02922,0.0001,3.15392,345.0435,346.7687,380.31,0.22
358,70,80,60.0,0.3,15.0,127,1.0,29.1,0.0656,0.0004,3.11805,341.1184,342.824,380.18,0.21
359,70,80,60.0,0.5,15.0,127,2.0,44.04,0.191,0.0036,3.23462,353.8718,355.6411,380.19,0.21
360,100,5,30.0,0.2,15.0,127,0.5,64.92,0.02526,0.0001,0.20377,1.5328,1.5404,305.26,0.05
361,100,5,30.0,0.3,15.0,127,1.0,84.62,0.10713,0.0011,0.20332,1.5294,1.537,305.4,0.05
362,100,5,30.0,0.5,15.0,127,2.0,129.05,0.09179,0.0008,0.20176,1.5176,1.5252,305.03,0.05
363,100,5,40.0,0.2,15.0,127,0.5,41.83,0.02219,0.0,0.20176,1.5176,1.5252,305.44,0.05
364,100,5,40.0,0.3,15.0,127,1.0,54.45,0.05361,0.0003,0.19905,1.4973,1.5047,304.88,0.05
365,100,5,40.0,0.5,15.0,127,2.0,82.82,0.25502,0.0064,0.20741,1.5602,1.568,305.13,0.05
366,100,5,50.0,0.2,15.0,127,0.5,29.7,0.02449,0.0001,0.20298,1.5268,1.5344,305.08,0.05
367,100,5,50.0,0.3,15.0,127,1.0,38.6,0.05511,0.0003,0.20413,1.5355,1.5432,304.77,0.05
368,100,5,50.0,0.5,15.0,127,2.0,58.57,0.14735,0.0021,0.20628,1.5517,1.5594,305.07,0.05
369,100,5,60.0,0.2,15.0,127,0.5,22.42,0.0279,0.0001,0.20149,1.5157,1.5232,305.0,0.05
370,100,5,60.0,0.3,15.0,127,1.0,29.1,0.05987,0.0004,0.20193,1.5189,1.5265,304.75,0.05
371,100,5,60.0,0.5,15.0,127,2.0,44.04,0.1404,0.002,0.20395,1.5341,1.5418,305.13,0.05
372,100,15,30.0,0.2,15.0,127,0.5,64.92,0.02505,0.0001,0.60498,13.5555,13.6233,315.04,0.05
373,100,15,30.0,0.3,15.0,127,1.0,84.62,0.10915,0.0012,0.62012,13.8946,13.9641,314.57,0.05
374,100,15,30.0,0.5,15.0,127,2.0,129.05,0.09189,0.0008,0.60463,13.5476,13.6154,314.95,0.05
375,100,15,40.0,0.2,15.0,127,0.5,41.83,0.02247,0.0001,0.61176,13.7074,13.7759,315.05,0.05
376,100,15,40.0,0.3,15.0,127,1.0,54.45,0.05332,0.0003,0.59261,13.2782,13.3446,315.25,0.05
377,100,15,40.0,0.5,15.0,127,2.0,82.82,0.24836,0.0062,0.60468,13.5487,13.6164,315.13,0.05
378,100,15,50.0,0.2,15.0,127,0.5,29.7,0.0249,0.0001,0.61777,13.8419,13.9111,315.65,0.05
379,100,15,50.0,0.3,15.0,127,1.0,38.6,0.05491,0.0003,0.60887,13.6425,13.7107,315.37,0.05
380,100,15,50.0,0.5,15.0,127,2.0,58.57,0.14443,0.0021,0.60532,13.563,13.6308,315.29,0.05
381,100,15,60.0,0.2,15.0,127,0.5,22.42,0.02807,0.0001,0.60682,13.5967,13.6647,314.81,0.05
382,100,15,60.0,0.3,15.0,127,1.0,29.1,0.05968,0.0004,0.60256,13.5011,13.5686,314.84,0.05
383,100,15,60.0,0.5,15.0,127,2.0,44.04,0.13894,0.0019,0.60418,13.5375,13.6052,314.47,0.05
384,100,30,30.0,0.2,15.0,127,0.5,64.92,0.02531,0.0001,1.2172,53.9121,54.1816,330.09,0.09
385,100,30,30.0,0.3,15.0,127,1.0,84.62,0.10816,0.0012,1.22376,54.2027,54.4737,329.71,0.09
386,100,30,30.0,0.5,15.0,127,2.0,129.05,0.09505,0.0009,1.2456,55.1698,55.4457,330.28,0.09
387,100,30,40.0,0.2,15.0,127,0.5,41.83,0.02168,0.0,1.17547,52.0637,52.324,330.24,0.09
388,100,30,40.0,0.3,15.0,127,1.0,54.45,0.05458,0.0003,1.20815,53.5112,53.7787,330.45,0.09
389,100,30,40.0,0.5,15.0,127,2.0,82.82,0.25092,0.0063,1.21661,53.8861,54.1555,329.93,0.09
390,100,30,50.0,0.2,15.0,127,0.5,29.7,0.0249,0.0001,1.23007,54.482,54.7544,329.91,0.09
391,100,30,50.0,0.3,15.0,127,1.0,38.6,0.05466,0.0003,1.20711,53.4651,53.7324,330.17,0.09
392,100,30,50.0,0.5,15.0,127,2.0,58.57,0.142,0.0021,1.18516,52.4931,52.7555,330.24,0.09
393,100,30,60.0,0.2,15.0,127,0.5,22.42,0.02813,0.0001,1.21123,53.6478,53.9161,330.44,0.09
394,100,30,60.0,0.3,15.0,127,1.0,29.1,0.05973,0.0004,1.20107,53.1976,53.4636,329.93,0.09
395,100,30,60.0,0.5,15.0,127,2.0,44.04,0.13653,0.0019,1.18234,52.368,52.6299,330.1,0.09
396,100,45,30.0,0.2,15.0,127,0.5,64.92,0.02552,0.0001,1.83136,119.6764,120.2748,345.59,0.14
397,100,45,30.0,0.3,15.0,127,1.0,84.62,0.10669,0.0011,1.80084,117.6814,118.2698,345.18,0.14
398,100,45,30.0,0.5,15.0,127,2.0,129.05,0.09196,0.0008,1.79782,117.484,118.0714,344.98,0.13
399,100,45,40.0,0.2,15.0,127,0.5,41.83,0.02253,0.0001,1.82254,119.0996,119.6951,345.06,0.13
400,100,45,40.0,0.3,15.0,127,1.0,54.45,0.05501,0.0003,1.81662,118.7131,119.3067,345.33,0.13
401,100,45,40.0,0.5,15.0,127,2.0,82.82,0.24553,0.0061,1.7761,116.0647,116.6451,344.39,0.13
402,100,45,50.0,0.2,15.0,127,0.5,29.7,0.02465,0.0001,1.81716,118.7484,119.3422,344.96,0.14
403,100,45,50.0,0.3,15.0,127,1.0,38.6,0.05427,0.0003,1.78805,116.846,117.4302,345.17,0.13
404,100,45,50.0,0.5,15.0,127,2.0,58.57,0.14585,0.0021,1.81602,118.6737,119.267,345.19,0.13
405,100,45,60.0,0.2,15.0,127,0.5,22.42,0.02802,0.0001,1.79949,117.5932,118.1812,345.24,0.13
406,100,45,60.0,0.3,15.0,127,1.0,29.1,0.05953,0.0004,1.78568,116.6908,117.2742,345.2,0.13
407,100,45,60.0,0.5,15.0,127,2.0,44.04,0.14001,0.002,1.80898,118.2133,118.8043,344.72,0.13
408,100,60,30.0,0.2,15.0,127,0.5,64.92,0.02541,0.0001,2.41535,205.2361,206.2622,360.38,0.17
409,100,60,30.0,0.3,15.0,127,1.0,84.62,0.10731,0.0011,2.3997,203.9062,204.9258,360.28,0.17
410,100,60,30.0,0.5,15.0,127,2.0,129.05,0.09161,0.0008,2.37281,201.6215,202.6296,359.8,0.18
411,100,60,40.0,0.2,15.0,127,0.5,41.83,0.02203,0.0,2.36054,200.5785,201.5814,360.37,0.18
412,100,60,40.0,0.3,15.0,127,1.0,54.45,0.05449,0.0003,2.38405,202.5763,203.5892,360.01,0.17
413,100,60,40.0,0.5,15.0,127,2.0,82.82,0.24924,0.0062,2.38848,202.9527,203.9674,359.86,0.18
414,100,60,50.0,0.2,15.0,127,0.5,29.7,0.02465,0.0001,2.40674,204.5042,205.5267,360.33,0.18
415,100,60,50.0,0.3,15.0,127,1.0,38.6,0.05518,0.0003,2.40864,204.6658,205.6892,359.95,0.18
416,100,60,50.0,0.5,15.0,127,2.0,58.57,0.14397,0.0021,2.37497,201.805,202.814,359.82,0.16
417,100,60,60.0,0.2,15.0,127,0.5,22.42,0.02849,0.0001,2.42449,206.0122,207.0422,360.06,0.17
418,100,60,60.0,0.3,15.0,127,1.0,29.1,0.06062,0.0004,2.4091,204.705,205.7285,360.4,0.17
419,100,60,60.0,0.5,15.0,127,2.0,44.04,0.14045,0.002,2.40405,204.2756,205.297,359.79,0.17
420,100,80,30.0,0.2,15.0,127,0.5,64.92,0.02556,0.0001,3.20732,350.8855,352.64,380.07,0.22
421,100,80,30.0,0.3,15.0,127,1.0,84.62,0.10675,0.0011,3.15134,344.7605,346.4843,380.15,0.21
422,100,80,30.0,0.5,15.0,127,2.0,129.05,0.0927,0.0009,3.16948,346.7458,348.4795,380.08,0.22
423,100,80,40.0,0.2,15.0,127,0.5,41.83,0.02215,0.0,3.13346,342.8051,344.5192,379.9,0.22
424,100,80,40.0,0.3,15.0,127,1.0,54.45,0.05463,0.0003,3.1551,345.1719,346.8978,380.34,0.21
425,100,80,40.0,0.5,15.0,127,2.0,82.82,0.25292,0.0063,3.19959,350.039,351.7892,379.89,0.22
426,100,80,50.0,0.2,15.0,127,0.5,29.7,0.02443,0.0001,3.14935,344.5428,346.2655,380.04,0.22
427,100,80,50.0,0.3,15.0,127,1.0,38.6,0.05428,0.0003,3.12731,342.1318,343.8425,380.4,0.21
428,100,80,50.0,0.5,15.0,127,2.0,58.57,0.14457,0.0021,3.14823,344.4201,346.1422,379.56,0.22
429,100,80,60.0,0.2,15.0,127,0.5,22.42,0.02767,0.0001,3.10783,340.0012,341.7012,379.86,0.21
430,100,80,60.0,0.3,15.0,127,1.0,29.1,0.05956,0.0004,3.12466,341.8418,343.551,379.74,0.22
431,100,80,60.0,0.5,15.0,127,2.0,44.04,0.14079,0.002,3.18123,348.0305,349.7706,379.99,0.21
432,150,5,30.0,0.2,15.0,127,0.5,64.92,0.01806,0.0,0.20468,1.5396,1.5473,305.2,0.05
433,150,5,30.0,0.3,15.0,127,1.0,84.62,0.04507,0.0002,0.20549,1.5457,1.5534,304.52,0.05
434,150,5,30.0,0.5,15.0,127,2.0,129.05,0.23522,0.0056,0.20115,1.513,1.5206,305.01,0.05
435,150,5,40.0,0.2,15.0,127,0.5,41.83,0.01962,0.0,0.19876,1.4951,1.5026,304.94,0.05
436,150,5,40.0,0.3,15.0,127,1.0,54.45,0.04465,0.0002,0.20446,1.538,1.5457,305.1,0.05
437,150,5,40.0,0.5,15.0,127,2.0,82.82,0.11441,0.0013,0.20607,1.55,1.5578,304.93,0.05
438,150,5,50.0,0.2,15.0,127,0.5,29.7,0.02418,0.0001,0.19958,1.5013,1.5088,305.18,0.05
439,150,5,50.0,0.3,15.0,127,1.0,38.6,0.04963,0.0002,0.20051,1.5082,1.5158,304.59,0.05
440,150,5,50.0,0.5,15.0,127,2.0,58.57,0.11321,0.0013,0.2044,1.5375,1.5452,305.44,0.05
441,150,5,60.0,0.2,15.0,127,0.5,22.42,0.04961,0.0002,0.20265,1.5243,1.532,305.03,0.05
442,150,5,60.0,0.3,15.0,127,1.0,29.1,0.06114,0.0004,0.20196,1.5191,1.5267,304.83,0.05
443,150,5,60.0,0.5,15.0,127,2.0,44.04,0.12294,0.0015,0.20196,1.5191,1.5267,304.9,0.05
444,150,15,30.0,0.2,15.0,127,0.5,64.92,0.0178,0.0,0.60378,13.5286,13.5963,315.11,0.05
445,150,15,30.0,0.3,15.0,127,1.0,84.62,0.04402,0.0002,0.60085,13.4628,13.5301,315.13,0.05
446,150,15,30.0,0.5,15.0,127,2.0,129.05,0.23527,0.0056,0.60227,13.4946,13.5621,315.18,0.05
447,150,15,40.0,0.2,15.0,127,0.5,41.83,0.02,0.0,0.60657,13.5911,13.659,314.9,0.05
448,150,15,40.0,0.3,15.0,127,1.0,54.45,0.04424,0.0002,0.60654,13.5903,13.6582,314.85,0.05
449,150,15,40.0,0.5,15.0,127,2.0,82.82,0.11184,0.0013,0.60305,13.5121,13.5797,315.17,0.05
450,150,15,50.0,0.2,15.0,127,0.5,29.7,0.0241,0.0001,0.59551,13.3433,13.41,315.32,0.05
451,150,15,50.0,0.3,15.0,127,1.0,38.6,0.05013,0.0003,0.60634,13.5859,13.6538,315.41,0.05
452,150,15,50.0,0.5,15.0,127,2.0,58.57,0.11216,0.0013,0.60619,13.5826,13.6505,314.61,0.05
453,150,15,60.0,0.2,15.0,127,0.5,22.42,0.04922,0.0002,0.60187,13.4857,13.5531,315.2,0.05
454,150,15,60.0,0.3,15.0,127,1.0,29.1,0.06265,0.0004,0.61953,13.8814,13.9508,315.0,0.05
455,150,15,60.0,0.5,15.0,127,2.0,44.04,0.12181,0.0015,0.59905,13.4225,13.4896,315.07,0.05
